t_years mag lon lat depth event_id lambda_true f_true
5.8402673867e+00 2.7004799222e+00 1.7535600703e+00 2.6794295383e+00 1.6146908921e+01 3.1450000000e+03 8.6000000000e+00 9.2798677164e-01
5.8410083390e+00 2.7725347841e+00 1.7239477301e+00 2.7258809704e+00 1.4324966002e+01 3.1460000000e+03 8.6000000000e+00 9.2798677164e-01
5.8447360878e+00 2.7087880357e+00 1.7676457634e+00 2.7179032682e+00 4.7000212908e+00 3.1470000000e+03 8.6000000000e+00 9.2798677164e-01
5.8499883827e+00 2.7234794678e+00 1.7919764279e+00 2.6621965689e+00 8.0047488511e+00 3.1480000000e+03 8.6000000000e+00 9.2798677164e-01
5.8539857860e+00 2.8033340597e+00 1.7720619397e+00 2.7313954011e+00 6.0701350898e+00 3.1490000000e+03 8.6000000000e+00 9.2798677164e-01
5.8548024101e+00 2.9611076300e+00 1.7784697254e+00 2.7097831965e+00 1.7254568304e+01 3.1500000000e+03 8.6000000000e+00 9.2798677164e-01
5.8556518214e+00 2.6126670545e+00 1.7803055260e+00 2.6768259091e+00 1.6289207648e+01 3.1510000000e+03 8.6000000000e+00 9.2798677164e-01
5.8574561640e+00 2.5170934296e+00 1.7519161575e+00 2.6967904286e+00 1.0367536994e+01 3.1520000000e+03 8.6000000000e+00 9.2798677164e-01
5.8580352639e+00 2.5664028612e+00 1.7232319029e+00 2.6566142487e+00 6.4764517946e+00 3.1530000000e+03 8.6000000000e+00 9.2798677164e-01
5.8605958905e+00 2.6969774645e+00 1.7264889819e+00 2.7235848172e+00 1.5864207841e+01 3.1540000000e+03 8.6000000000e+00 9.2798677164e-01
5.8618108539e+00 3.1288946431e+00 1.7688948608e+00 2.6833499128e+00 9.7462189071e+00 3.1550000000e+03 8.6000000000e+00 9.2798677164e-01
5.8619198337e+00 3.1023917060e+00 1.7494230167e+00 2.7306832329e+00 1.6855492834e+01 3.1560000000e+03 8.6000000000e+00 9.2798677164e-01
5.8623560430e+00 3.5953848523e+00 1.8011707215e+00 2.7214662575e+00 3.7830018370e+00 3.1570000000e+03 8.6000000000e+00 9.2798677164e-01
5.8659271231e+00 2.7492586674e+00 1.8040116940e+00 2.6864241728e+00 7.8350077645e+00 3.1580000000e+03 8.6000000000e+00 9.2798677164e-01
5.8678039206e+00 4.1598020475e+00 1.8439936553e+00 2.7004924026e+00 4.7169538352e+00 3.1590000000e+03 8.6000000000e+00 9.2798677164e-01
5.8692268191e+00 2.6182685310e+00 1.8374286352e+00 2.7144891550e+00 1.2235702044e+01 3.1600000000e+03 8.6000000000e+00 9.2798677164e-01
5.8800320504e+00 2.5884291083e+00 1.8739798149e+00 2.6642696501e+00 1.6128072968e+01 3.1610000000e+03 8.6000000000e+00 9.2798677164e-01
5.8808167140e+00 2.6681847101e+00 1.8500618310e+00 2.7252172136e+00 1.2545117384e+01 3.1620000000e+03 8.6000000000e+00 9.2798677164e-01
5.8856818043e+00 2.8065540091e+00 1.8356576398e+00 2.6823026880e+00 2.6697379004e+00 3.1630000000e+03 8.6000000000e+00 9.2798677164e-01
5.8895788933e+00 3.6055324301e+00 1.8347342363e+00 2.7341138631e+00 1.3681928814e+01 3.1640000000e+03 8.6000000000e+00 9.2798677164e-01
5.8944894015e+00 2.6282124258e+00 1.8813385549e+00 2.6566198369e+00 1.7563881608e+01 3.1650000000e+03 8.6000000000e+00 9.2798677164e-01
5.8959928292e+00 2.6811378983e+00 1.9407539475e+00 2.6836568872e+00 3.2428921459e+00 3.1660000000e+03 8.6000000000e+00 9.2798677164e-01
5.9021799654e+00 2.6779586574e+00 1.8887387683e+00 2.6717191263e+00 9.3716016924e+00 3.1670000000e+03 8.6000000000e+00 9.2798677164e-01
5.9027652346e+00 2.8209464135e+00 1.9300605004e+00 2.7015548956e+00 9.1149573743e+00 3.1680000000e+03 8.6000000000e+00 9.2798677164e-01
5.9043535335e+00 2.6055502318e+00 1.9063036568e+00 2.7262709321e+00 1.1071845970e+01 3.1690000000e+03 8.6000000000e+00 9.2798677164e-01
5.9051597136e+00 3.7989248471e+00 1.9527785286e+00 2.6785323899e+00 6.7382723004e+00 3.1700000000e+03 8.6000000000e+00 9.2798677164e-01
5.9055494221e+00 4.0557633378e+00 1.9040991778e+00 2.6947698695e+00 1.1762155253e+01 3.1710000000e+03 8.6000000000e+00 9.2798677164e-01
5.9064260530e+00 3.8452382469e+00 1.9515915032e+00 2.6624905640e+00 1.4450784226e+01 3.1720000000e+03 8.6000000000e+00 9.2798677164e-01
5.9135127458e+00 2.6210302305e+00 1.9125731726e+00 2.7196319009e+00 1.0476007460e+01 3.1730000000e+03 8.6000000000e+00 9.2798677164e-01
5.9144842377e+00 2.7359423631e+00 2.0126779646e+00 2.7308708647e+00 5.2190496719e+00 3.1740000000e+03 8.6000000000e+00 9.2798677164e-01
5.9173078695e+00 2.5137918758e+00 1.9560584597e+00 2.6677102438e+00 1.6995927581e+01 3.1750000000e+03 8.6000000000e+00 9.2798677164e-01
5.9211272686e+00 2.6255445749e+00 2.0290533487e+00 2.7177291838e+00 1.3899433018e+01 3.1760000000e+03 8.6000000000e+00 9.2798677164e-01
5.9251397922e+00 3.0351198343e+00 2.0093575962e+00 2.7319159971e+00 1.5640271077e+01 3.1770000000e+03 8.6000000000e+00 9.2798677164e-01
5.9334315687e+00 2.6272429849e+00 2.0021434436e+00 2.7245032710e+00 7.6055751175e+00 3.1780000000e+03 8.6000000000e+00 9.2798677164e-01
5.9343965447e+00 2.7994238308e+00 2.0561315214e+00 2.7130420968e+00 1.4582852830e+01 3.1790000000e+03 8.6000000000e+00 9.2798677164e-01
5.9358864068e+00 2.9445955482e+00 2.0344921104e+00 2.7212135888e+00 3.4749829037e+00 3.1800000000e+03 8.6000000000e+00 9.2798677164e-01
5.9372843230e+00 2.5363479534e+00 2.0468211353e+00 2.7060929200e+00 8.6136978355e+00 3.1810000000e+03 8.6000000000e+00 9.2798677164e-01
5.9373788202e+00 2.5148499292e+00 2.1079304038e+00 2.6862443507e+00 1.6341648141e+01 3.1820000000e+03 8.6000000000e+00 9.2798677164e-01
5.9386834952e+00 2.7991489348e+00 2.0342296825e+00 2.6653014943e+00 3.9773766650e+00 3.1830000000e+03 8.6000000000e+00 9.2798677164e-01
5.9395029839e+00 3.1307718796e+00 2.0370173993e+00 2.7181139705e+00 1.4804329365e+01 3.1840000000e+03 8.6000000000e+00 9.2798677164e-01
5.9432959372e+00 2.7492994605e+00 2.0755142254e+00 2.6986843529e+00 5.5064004848e+00 3.1850000000e+03 8.6000000000e+00 9.2798677164e-01
5.9435969848e+00 2.7314689148e+00 2.1014952451e+00 2.7246188838e+00 6.5636408252e+00 3.1860000000e+03 8.6000000000e+00 9.2798677164e-01
5.9493567413e+00 2.9799656267e+00 2.0616805189e+00 2.7000913623e+00 4.8851085345e+00 3.1870000000e+03 8.6000000000e+00 9.2798677164e-01
5.9503065916e+00 3.2007511402e+00 2.0885243681e+00 2.6974513146e+00 9.4985736935e+00 3.1880000000e+03 8.6000000000e+00 9.2798677164e-01
5.9503997009e+00 2.7076457405e+00 2.1712801623e+00 2.7295260988e+00 8.1485027813e+00 3.1890000000e+03 8.6000000000e+00 9.2798677164e-01
5.9536614587e+00 2.7280899456e+00 2.1122185103e+00 2.7080410474e+00 1.4190961210e+01 3.1900000000e+03 8.6000000000e+00 9.2798677164e-01
5.9562095197e+00 2.5435049563e+00 2.1251246253e+00 2.6919496773e+00 4.4229552014e+00 3.1910000000e+03 8.6000000000e+00 9.2798677164e-01
5.9591288987e+00 5.1393335155e+00 2.1865825290e+00 2.6695650542e+00 2.6084482277e+00 3.1920000000e+03 8.6000000000e+00 9.2798677164e-01
5.9630540757e+00 2.8153801637e+00 2.1656921618e+00 2.7146978755e+00 1.7867076347e+01 3.1930000000e+03 8.6000000000e+00 9.2798677164e-01
5.9684928452e+00 2.6349258120e+00 2.1428418376e+00 2.7082178912e+00 2.8926619307e+00 3.1940000000e+03 8.6000000000e+00 9.2798677164e-01
5.9726792891e+00 3.2679873470e+00 2.1872137525e+00 2.7210719454e+00 8.5393366308e+00 3.1950000000e+03 8.6000000000e+00 9.2798677164e-01
5.9727533194e+00 3.1824369621e+00 2.1266137759e+00 2.7262430266e+00 1.0966631691e+01 3.1960000000e+03 8.6000000000e+00 9.2798677164e-01
5.9747832228e+00 2.6941057757e+00 2.1457401409e+00 2.7311761408e+00 1.3829057738e+01 3.1970000000e+03 8.6000000000e+00 9.2798677164e-01
5.9775969914e+00 2.5303886018e+00 2.1640568150e+00 2.6967929411e+00 1.2424744751e+01 3.1980000000e+03 8.6000000000e+00 9.2798677164e-01
5.9808137495e+00 2.7877242204e+00 2.1341987847e+00 2.6803519320e+00 7.4905975717e+00 3.1990000000e+03 8.6000000000e+00 9.2798677164e-01
5.9819089486e+00 2.8671225579e+00 2.2637721482e+00 2.7095537984e+00 1.4210604743e+01 3.2000000000e+03 8.6000000000e+00 9.2798677164e-01
5.9837513939e+00 2.5850414610e+00 2.2334035341e+00 2.7153954966e+00 1.4040751315e+01 3.2010000000e+03 8.6000000000e+00 9.2798677164e-01
5.9846702711e+00 3.5031211989e+00 2.2204883806e+00 2.6788797095e+00 1.5218185596e+01 3.2020000000e+03 8.6000000000e+00 9.2798677164e-01
5.9848254604e+00 2.7274142802e+00 2.1917698422e+00 2.6632635569e+00 1.7773352363e+01 3.2030000000e+03 8.6000000000e+00 9.2798677164e-01
5.9884852663e+00 2.6563410812e+00 2.2180569100e+00 2.6941837216e+00 1.0262622323e+01 3.2040000000e+03 8.6000000000e+00 9.2798677164e-01
5.9891463200e+00 2.6943760899e+00 2.2411235705e+00 2.7341046533e+00 3.9687251757e+00 3.2050000000e+03 8.6000000000e+00 9.2798677164e-01
5.9892541936e+00 2.9782691019e+00 2.2270611191e+00 2.7062209522e+00 6.8234208838e+00 3.2060000000e+03 8.6000000000e+00 9.2798677164e-01
5.9894746561e+00 3.7057046134e+00 2.1897377793e+00 2.7324528772e+00 1.6050540306e+01 3.2070000000e+03 8.6000000000e+00 9.2798677164e-01
5.9901742020e+00 2.7304187398e+00 2.2166972202e+00 2.6612116545e+00 3.2639525258e+00 3.2080000000e+03 8.6000000000e+00 9.2798677164e-01
5.9940732077e+00 2.8498600143e+00 2.3032418259e+00 2.6984635408e+00 1.3573349570e+01 3.2090000000e+03 8.6000000000e+00 9.2798677164e-01
5.9942842515e+00 2.5672635286e+00 2.3333326848e+00 2.6881951570e+00 4.7915958527e+00 3.2100000000e+03 8.6000000000e+00 9.2798677164e-01
5.9994613109e+00 3.0106747493e+00 2.3155802513e+00 2.7077220927e+00 1.3073547986e+01 3.2110000000e+03 8.6000000000e+00 9.2798677164e-01
6.0037822332e+00 2.6003125727e+00 2.3009251890e+00 2.6979947868e+00 7.7946560255e+00 3.2120000000e+03 8.6000000000e+00 9.2798677164e-01
6.0039211968e+00 2.5316683653e+00 2.2920787499e+00 2.6963286138e+00 8.3482591481e+00 3.2130000000e+03 8.6000000000e+00 9.2798677164e-01
6.0052429232e+00 3.0796674663e+00 2.2878048303e+00 2.6705646465e+00 2.4358208830e+00 3.2140000000e+03 8.6000000000e+00 9.2798677164e-01
6.0052968357e+00 2.7216790267e+00 2.2790170515e+00 2.7201473684e+00 1.4174841674e+01 3.2150000000e+03 8.6000000000e+00 9.2798677164e-01
6.0117628280e+00 3.0442392137e+00 2.2959430418e+00 2.6596358680e+00 7.0340159622e+00 3.2160000000e+03 8.6000000000e+00 9.2798677164e-01
6.0143994310e+00 2.7545500566e+00 2.3262555757e+00 2.6831696294e+00 1.2515107014e+01 3.2170000000e+03 8.6000000000e+00 9.2798677164e-01
6.0157607815e+00 3.5394370443e+00 2.4181562419e+00 2.6566687808e+00 1.3823899448e+01 3.2180000000e+03 8.6000000000e+00 9.2798677164e-01
6.0232225709e+00 3.1389689317e+00 2.3893376648e+00 2.6922653007e+00 8.8414607416e+00 3.2190000000e+03 8.6000000000e+00 9.2798677164e-01
6.0254721804e+00 3.0252387197e+00 2.3691034648e+00 2.6968406751e+00 1.5573936853e+01 3.2200000000e+03 8.6000000000e+00 9.2798677164e-01
6.0267094099e+00 2.6127072918e+00 2.3899136373e+00 2.6887313938e+00 1.5045696464e+01 3.2210000000e+03 8.6000000000e+00 9.2798677164e-01
6.0274652282e+00 2.5973000325e+00 2.3637619660e+00 2.6752141306e+00 1.0398394380e+01 3.2220000000e+03 8.6000000000e+00 9.2798677164e-01
6.0293689097e+00 2.5825711286e+00 2.4203098563e+00 2.6605829726e+00 5.6276413762e+00 3.2230000000e+03 8.6000000000e+00 9.2798677164e-01
6.0299670248e+00 2.5124076999e+00 2.3576970518e+00 2.7058000105e+00 5.6148436950e+00 3.2240000000e+03 8.6000000000e+00 9.2798677164e-01
6.0312533419e+00 2.6879091669e+00 2.3903643903e+00 2.6718559357e+00 3.9604295904e+00 3.2250000000e+03 8.6000000000e+00 9.2798677164e-01
6.0314224673e+00 2.7572218116e+00 2.4018361557e+00 2.6755736168e+00 7.2584310967e+00 3.2260000000e+03 8.6000000000e+00 9.2798677164e-01
6.0319205170e+00 2.9719666964e+00 2.4245523714e+00 2.7057924643e+00 1.5232351862e+01 3.2270000000e+03 8.6000000000e+00 9.2798677164e-01
6.0414368364e+00 2.9396616254e+00 2.4730411458e+00 2.6789810451e+00 5.6153712734e+00 3.2280000000e+03 8.6000000000e+00 9.2798677164e-01
6.0421848339e+00 2.8519902624e+00 2.4868471630e+00 2.6719543394e+00 1.5971722920e+01 3.2290000000e+03 8.6000000000e+00 9.2798677164e-01
6.0427148278e+00 2.5999145235e+00 2.4344272912e+00 2.7321465868e+00 1.2769711458e+01 3.2300000000e+03 8.6000000000e+00 9.2798677164e-01
6.0452513542e+00 2.7058052833e+00 2.4832732134e+00 2.7257681571e+00 1.7512059926e+01 3.2310000000e+03 8.6000000000e+00 9.2798677164e-01
6.0456059825e+00 2.6956499073e+00 2.4458326845e+00 2.6721555961e+00 1.1323875524e+01 3.2320000000e+03 8.6000000000e+00 9.2798677164e-01
6.0488889051e+00 2.5392946352e+00 2.4231275570e+00 2.6721248822e+00 6.1823906745e+00 3.2330000000e+03 8.6000000000e+00 9.2798677164e-01
6.0500601649e+00 2.5636060799e+00 2.5531755902e+00 2.6965685099e+00 1.5359408921e+01 3.2340000000e+03 8.6000000000e+00 9.2798677164e-01
6.0500719359e+00 2.5590519847e+00 2.5322310864e+00 2.6818468087e+00 5.8358373556e+00 3.2350000000e+03 8.6000000000e+00 9.2798677164e-01
6.0503002225e+00 2.5413509575e+00 2.5778054370e+00 2.7333173529e+00 1.4832905440e+01 3.2360000000e+03 8.6000000000e+00 9.2798677164e-01
6.0506995321e+00 3.1210010195e+00 2.5699163281e+00 2.6933433331e+00 4.0427398236e+00 3.2370000000e+03 8.6000000000e+00 9.2798677164e-01
6.0507176270e+00 2.9502983786e+00 2.5267800244e+00 2.6857155982e+00 5.7053806375e+00 3.2380000000e+03 8.6000000000e+00 9.2798677164e-01
6.0548674575e+00 2.6325742582e+00 2.5717925441e+00 2.6831984191e+00 6.2825023157e+00 3.2390000000e+03 8.6000000000e+00 9.2798677164e-01
6.0597697662e+00 2.5292789511e+00 2.5675525472e+00 2.6670461300e+00 3.3511027741e+00 3.2400000000e+03 8.6000000000e+00 9.2798677164e-01
6.0609810268e+00 2.5707417122e+00 2.5478247525e+00 2.6830757772e+00 1.2966172696e+01 3.2410000000e+03 8.6000000000e+00 9.2798677164e-01
6.0640809797e+00 2.8362987208e+00 2.5101040947e+00 2.7047854906e+00 1.3975532162e+01 3.2420000000e+03 8.6000000000e+00 9.2798677164e-01
6.0663389799e+00 2.6512117304e+00 2.5038600268e+00 2.7251813685e+00 1.5464002660e+01 3.2430000000e+03 8.6000000000e+00 9.2798677164e-01
6.0692414528e+00 2.7460572322e+00 2.5283001117e+00 2.7082959240e+00 1.6973810497e+01 3.2440000000e+03 8.6000000000e+00 9.2798677164e-01
6.0711864779e+00 2.8267390746e+00 2.5996424425e+00 2.6613178442e+00 1.5531462327e+01 3.2450000000e+03 8.6000000000e+00 9.2798677164e-01
6.0758548355e+00 2.6406674106e+00 2.6276527913e+00 2.7232773824e+00 9.1910527930e+00 3.2460000000e+03 8.6000000000e+00 9.2798677164e-01
6.0761356747e+00 2.5169757196e+00 2.6100065964e+00 2.6867826513e+00 1.1206892402e+01 3.2470000000e+03 8.6000000000e+00 9.2798677164e-01
6.0767062260e+00 2.5034461133e+00 2.5959854823e+00 2.6859640546e+00 6.8248505814e+00 3.2480000000e+03 8.6000000000e+00 9.2798677164e-01
6.0771724391e+00 2.9291722815e+00 2.6542770932e+00 2.7184961818e+00 8.4122080592e+00 3.2490000000e+03 8.6000000000e+00 9.2798677164e-01
6.0776019251e+00 3.1024600924e+00 2.7214534921e+00 2.7294095984e+00 1.4347870568e+01 3.2500000000e+03 8.6000000000e+00 9.2798677164e-01
6.0776994268e+00 3.0636720110e+00 2.7256887103e+00 2.6657431629e+00 7.0854388838e+00 3.2510000000e+03 8.6000000000e+00 9.2798677164e-01
6.0782996855e+00 2.5136786456e+00 2.6917263522e+00 2.7338797777e+00 3.0612714157e+00 3.2520000000e+03 8.6000000000e+00 9.2798677164e-01
6.0804393675e+00 2.6037460469e+00 2.6724279101e+00 2.6940499824e+00 1.4173998234e+01 3.2530000000e+03 8.6000000000e+00 9.2798677164e-01
6.0818684452e+00 2.9895959365e+00 2.6952638989e+00 2.6824650239e+00 1.0538268225e+01 3.2540000000e+03 8.6000000000e+00 9.2798677164e-01
6.0833605697e+00 2.9500116657e+00 2.6946155549e+00 2.6893590096e+00 1.4962673660e+01 3.2550000000e+03 8.6000000000e+00 9.2798677164e-01
6.0858977442e+00 3.6953034374e+00 2.6956820961e+00 2.7065187883e+00 1.1954872926e+01 3.2560000000e+03 8.6000000000e+00 9.2798677164e-01
6.0874377336e+00 2.5092495842e+00 2.7185576669e+00 2.6905946790e+00 6.8718512258e+00 3.2570000000e+03 8.6000000000e+00 9.2798677164e-01
6.0875133308e+00 2.9581645271e+00 2.7056363509e+00 2.6588125812e+00 7.4824855784e+00 3.2580000000e+03 8.6000000000e+00 9.2798677164e-01
6.0907577039e+00 2.6777098936e+00 2.7899097952e+00 2.6683699348e+00 1.4492118482e+01 3.2590000000e+03 8.6000000000e+00 9.2798677164e-01
6.0937758543e+00 3.1814856419e+00 2.8081254365e+00 2.6570954642e+00 1.2723111877e+01 3.2600000000e+03 8.6000000000e+00 9.2798677164e-01
6.0992677378e+00 3.2340121679e+00 2.7872706487e+00 2.7217654159e+00 1.2238973003e+01 3.2610000000e+03 8.6000000000e+00 9.2798677164e-01
6.0999983315e+00 2.6200450433e+00 2.7380357805e+00 2.7021294627e+00 8.3812660006e+00 3.2620000000e+03 8.6000000000e+00 9.2798677164e-01
6.1003914784e+00 3.1042417217e+00 2.8438110768e+00 2.6968785800e+00 1.0489861725e+01 3.2630000000e+03 8.6000000000e+00 9.2798677164e-01
6.1007617948e+00 2.6005525190e+00 2.8151829416e+00 2.6705049580e+00 9.3174183548e+00 3.2640000000e+03 8.6000000000e+00 9.2798677164e-01
6.1008797453e+00 2.7177496091e+00 2.8598019784e+00 2.6632742660e+00 3.3467809488e+00 3.2650000000e+03 8.6000000000e+00 9.2798677164e-01
6.1022284128e+00 2.8128191424e+00 2.8559847684e+00 2.6903592462e+00 9.8961410920e+00 3.2660000000e+03 8.6000000000e+00 9.2798677164e-01
6.1027011619e+00 3.2873430967e+00 2.8399805630e+00 2.7015918206e+00 1.0374241171e+01 3.2670000000e+03 8.6000000000e+00 9.2798677164e-01
6.1045671133e+00 3.9773409873e+00 2.8338541858e+00 2.6582792426e+00 1.1125759242e+01 3.2680000000e+03 8.6000000000e+00 9.2798677164e-01
6.1055013652e+00 2.6534377366e+00 2.8797944901e+00 2.7192526535e+00 1.1174085247e+01 3.2690000000e+03 8.6000000000e+00 9.2798677164e-01
6.1066502486e+00 3.0984995298e+00 2.8434241660e+00 2.6920102180e+00 1.1753559090e+01 3.2700000000e+03 8.6000000000e+00 9.2798677164e-01
6.1067991121e+00 2.6272430463e+00 2.8334357613e+00 2.6742883804e+00 7.7018914402e+00 3.2710000000e+03 8.6000000000e+00 9.2798677164e-01
6.1074370864e+00 2.7099363831e+00 2.9452934421e+00 2.6729221811e+00 1.2501109561e+01 3.2720000000e+03 8.6000000000e+00 9.2798677164e-01
6.1095013445e+00 3.8870177154e+00 2.9603842905e+00 2.6691825568e+00 5.7492440956e+00 3.2730000000e+03 8.6000000000e+00 9.2798677164e-01
6.1096603178e+00 2.7704912365e+00 2.8906944034e+00 2.7148492671e+00 3.8532845229e+00 3.2740000000e+03 8.6000000000e+00 9.2798677164e-01
6.1152913070e+00 2.9163783619e+00 2.9174705698e+00 2.7214194898e+00 1.4419197605e+01 3.2750000000e+03 8.6000000000e+00 9.2798677164e-01
6.1157843541e+00 3.2103266429e+00 3.0426578207e+00 2.6608435192e+00 1.3182795126e+01 3.2760000000e+03 8.6000000000e+00 9.2798677164e-01
6.1207161691e+00 2.5604888910e+00 3.0262341240e+00 2.6642063179e+00 1.0144097593e+01 3.2770000000e+03 8.6000000000e+00 9.2798677164e-01
6.1259114645e+00 2.7689061583e+00 2.9794017611e+00 2.7220304469e+00 6.3343583207e+00 3.2780000000e+03 8.6000000000e+00 9.2798677164e-01
6.1294805432e+00 3.5850441757e+00 3.0003462712e+00 2.7129734967e+00 1.6919327057e+01 3.2790000000e+03 8.6000000000e+00 9.2798677164e-01
6.1367875304e+00 2.7789233902e+00 3.0000763525e+00 2.7080061570e+00 3.1479565113e+00 3.2800000000e+03 8.6000000000e+00 9.2798677164e-01
6.1372233701e+00 2.5889551240e+00 2.9694536745e+00 2.7246090249e+00 1.5221474159e+01 3.2810000000e+03 8.6000000000e+00 9.2798677164e-01
6.1380744802e+00 2.7622389662e+00 3.0253357756e+00 2.7083467493e+00 1.3147888050e+01 3.2820000000e+03 8.6000000000e+00 9.2798677164e-01
6.1394045722e+00 2.6180010181e+00 3.0453199792e+00 2.6609304470e+00 1.5073721187e+01 3.2830000000e+03 8.6000000000e+00 9.2798677164e-01
6.1417504671e+00 2.6767681787e+00 3.0400599802e+00 2.7091927098e+00 9.8998872631e+00 3.2840000000e+03 8.6000000000e+00 9.2798677164e-01
6.1422699757e+00 3.2959166914e+00 2.9844885827e+00 2.7003588769e+00 1.5668597285e+01 3.2850000000e+03 8.6000000000e+00 9.2798677164e-01
6.1473829297e+00 3.6655411226e+00 3.1170987583e+00 2.6988523517e+00 4.4229157774e+00 3.2860000000e+03 8.6000000000e+00 9.2798677164e-01
6.1475504237e+00 2.7103508561e+00 3.0543302565e+00 2.6692692494e+00 2.1759447752e+00 3.2870000000e+03 8.6000000000e+00 9.2798677164e-01
6.1481007650e+00 2.6398192524e+00 3.0627464531e+00 2.6633962115e+00 3.4579801535e+00 3.2880000000e+03 8.6000000000e+00 9.2798677164e-01
6.1507603680e+00 2.5837257903e+00 3.0665645441e+00 2.6881637718e+00 1.4638753499e+01 3.2890000000e+03 8.6000000000e+00 9.2798677164e-01
6.1507687416e+00 2.6602589898e+00 3.1073811857e+00 2.6749177813e+00 1.2468885739e+01 3.2900000000e+03 8.6000000000e+00 9.2798677164e-01
6.1544108623e+00 2.7108341229e+00 3.1029182520e+00 2.7174372916e+00 6.4640765702e+00 3.2910000000e+03 8.6000000000e+00 9.2798677164e-01
6.1556184210e+00 2.5922035471e+00 3.1212312926e+00 2.6985387133e+00 5.3014682859e+00 3.2920000000e+03 8.6000000000e+00 9.2798677164e-01
6.1569001948e+00 2.7280461188e+00 3.0989535523e+00 2.7144310572e+00 9.9243849013e+00 3.2930000000e+03 8.6000000000e+00 9.2798677164e-01
6.1579916039e+00 2.6342760630e+00 3.0919156154e+00 2.7032444925e+00 1.1103438726e+01 3.2940000000e+03 8.6000000000e+00 9.2798677164e-01
6.1584606706e+00 2.6415719018e+00 3.1174043358e+00 2.6668789837e+00 7.5277743951e+00 3.2950000000e+03 8.6000000000e+00 9.2798677164e-01
6.1586984691e+00 4.4388909364e+00 3.1447844813e+00 2.7289423496e+00 6.1100924478e+00 3.2960000000e+03 8.6000000000e+00 9.2798677164e-01
6.1601515662e+00 2.5904729877e+00 3.1583986031e+00 2.6780184342e+00 2.2533745674e+00 3.2970000000e+03 8.6000000000e+00 9.2798677164e-01
6.1635154665e+00 3.0049463455e+00 3.1402393588e+00 2.6858708724e+00 2.7144141585e+00 3.2980000000e+03 8.6000000000e+00 9.2798677164e-01
6.1640613027e+00 3.9683931675e+00 3.1860297166e+00 2.6857184379e+00 1.6605852621e+01 3.2990000000e+03 8.6000000000e+00 9.2798677164e-01
6.1650404837e+00 2.5936466668e+00 3.1659634254e+00 2.7118747070e+00 8.2094740103e+00 3.3000000000e+03 8.6000000000e+00 9.2798677164e-01
6.1683993333e+00 2.6194076205e+00 3.1826165262e+00 2.7296999445e+00 7.4652866956e+00 3.3010000000e+03 8.6000000000e+00 9.2798677164e-01
6.1716445970e+00 3.1744679671e+00 3.1929037712e+00 2.7013884770e+00 1.5415223306e+01 3.3020000000e+03 8.6000000000e+00 9.2798677164e-01
6.1717511676e+00 2.5391904779e+00 3.1344339160e+00 2.7040176418e+00 5.1862033635e+00 3.3030000000e+03 8.6000000000e+00 9.2798677164e-01
6.1729561923e+00 2.7043096698e+00 3.1949049755e+00 2.6632464160e+00 2.8444989774e+00 3.3040000000e+03 8.6000000000e+00 9.2798677164e-01
6.1748954450e+00 3.1277451775e+00 3.1417305909e+00 2.7279427205e+00 6.6972196635e+00 3.3050000000e+03 8.6000000000e+00 9.2798677164e-01
6.1771740794e+00 3.0559548345e+00 3.1945730723e+00 2.6976845771e+00 9.8960209728e+00 3.3060000000e+03 8.6000000000e+00 9.2798677164e-01
6.1774838748e+00 2.7833953118e+00 3.1534441136e+00 2.7069330215e+00 1.6851749363e+01 3.3070000000e+03 8.6000000000e+00 9.2798677164e-01
6.1785984057e+00 3.2058355420e+00 3.2615979346e+00 2.7021381500e+00 1.2652072694e+01 3.3080000000e+03 8.6000000000e+00 9.2798677164e-01
6.1786147479e+00 4.2503233062e+00 3.2178347123e+00 2.6833389447e+00 1.0791619678e+01 3.3090000000e+03 8.6000000000e+00 9.2798677164e-01
6.1787539676e+00 2.6333447860e+00 3.2753276134e+00 2.6853640346e+00 1.6275152724e+01 3.3100000000e+03 8.6000000000e+00 9.2798677164e-01
6.1804782940e+00 3.3061148307e+00 3.2064177350e+00 2.6648332295e+00 7.7678887653e+00 3.3110000000e+03 8.6000000000e+00 9.2798677164e-01
6.1870517973e+00 2.9152734710e+00 3.2513716135e+00 2.6875571716e+00 1.7156148846e+01 3.3120000000e+03 8.6000000000e+00 9.2798677164e-01
6.1935896616e+00 2.6545468121e+00 3.2420587835e+00 2.7252605842e+00 1.2698016229e+01 3.3130000000e+03 8.6000000000e+00 9.2798677164e-01
6.1936063969e+00 2.9251399231e+00 3.2976250522e+00 2.6934716652e+00 2.9001914957e+00 3.3140000000e+03 8.6000000000e+00 9.2798677164e-01
6.1942851505e+00 3.0075278405e+00 3.2875378285e+00 2.6638079600e+00 4.5454737167e+00 3.3150000000e+03 8.6000000000e+00 9.2798677164e-01
6.1957422504e+00 2.6757913139e+00 3.3440910459e+00 2.7291731891e+00 1.0204559360e+01 3.3160000000e+03 8.6000000000e+00 9.2798677164e-01
6.1965192191e+00 3.0050295916e+00 3.2996951353e+00 2.7175174303e+00 1.3900980112e+01 3.3170000000e+03 8.6000000000e+00 9.2798677164e-01
6.1967373354e+00 2.7924341819e+00 3.3588023871e+00 2.7153574509e+00 6.7237771985e+00 3.3180000000e+03 8.6000000000e+00 9.2798677164e-01
